LocalP(nolb),enron,0.162327,0.110036,1,7
LocalP(nolb),enron,0.124851,0.107233,2,7
LocalP(nolb),enron,0.074592,0.107201,4,7
LocalP(nolb),enron,0.040892,0.107176,8,7
LocalP(nolb),enron,0.030214,0.107173,16,7
LocalP(nolb),enron,0.022768,0.107894,32,7
LocalP(nolb),enron,0.015984,0.108632,64,7
LocalP(nolb),bin_2,0.395960,0.094200,1,8
LocalP(nolb),bin_2,0.271689,0.092653,2,8
LocalP(nolb),bin_2,0.138105,0.092689,4,8
LocalP(nolb),bin_2,0.072480,0.092496,8,8
LocalP(nolb),bin_2,0.045062,0.093898,16,8
LocalP(nolb),bin_2,0.041465,0.092661,32,8
LocalP(nolb),bin_2,0.060936,0.094390,64,7
LocalP(nolb),bin_5,0.217998,0.075378,1,6
LocalP(nolb),bin_5,0.152930,0.073310,2,6
LocalP(nolb),bin_5,0.077748,0.073453,4,6
LocalP(nolb),bin_5,0.044108,0.073243,8,6
LocalP(nolb),bin_5,0.033865,0.073488,16,7
LocalP(nolb),bin_5,0.026686,0.073929,32,6
LocalP(nolb),bin_5,0.050839,0.074625,64,7
LocalP(nolb),congress,15.939375,3.163090,1,35
LocalP(nolb),congress,11.972541,3.143777,2,34
LocalP(nolb),congress,6.759216,3.224469,4,33
LocalP(nolb),congress,3.621035,3.150557,8,31
LocalP(nolb),congress,2.108929,3.142410,16,31
LocalP(nolb),congress,1.219376,3.146471,32,29
LocalP(nolb),congress,0.808154,3.159951,64,31
LocalP(nolb),contact,0.083752,0.034473,1,9
LocalP(nolb),contact,0.051131,0.033750,2,8
LocalP(nolb),contact,0.028510,0.032612,4,8
LocalP(nolb),contact,0.016882,0.032527,8,8
LocalP(nolb),contact,0.014020,0.032972,16,8
LocalP(nolb),contact,0.014786,0.032706,32,8
LocalP(nolb),contact,0.026180,0.033618,64,8
LocalP(nolb),dblp,128.575316,28.581731,1,27
LocalP(nolb),dblp,113.985682,28.509792,2,27
LocalP(nolb),dblp,67.884684,28.633776,4,27
LocalP(nolb),dblp,42.025904,28.581048,8,27
LocalP(nolb),dblp,24.728543,28.507561,16,26
LocalP(nolb),dblp,15.132943,28.585102,32,27
LocalP(nolb),dblp,8.292748,28.540982,64,26
LocalP(nolb),pref,1.046248,1.204077,1,9
LocalP(nolb),pref,0.842510,1.180665,2,9
LocalP(nolb),pref,0.521826,1.177060,4,9
LocalP(nolb),pref,0.338596,1.182265,8,9
LocalP(nolb),pref,0.227860,1.180589,16,8
LocalP(nolb),pref,0.190907,1.182111,32,8
LocalP(nolb),pref,0.159967,1.183339,64,8
LocalP(nolb),aminer,942.634032,381.335440,1,14
LocalP(nolb),aminer,794.342275,382.330542,2,14
LocalP(nolb),aminer,508.332729,381.467805,4,15
LocalP(nolb),aminer,326.987824,383.345624,8,15
LocalP(nolb),aminer,165.259622,378.507169,16,14
LocalP(nolb),aminer,89.862178,382.448476,32,14
LocalP(nolb),aminer,46.122300,383.531198,64,13
LocalP(nolb),enron,0.047463,0.111145,128,7
LocalP(nolb),bin_2,0.179996,0.096094,128,8
LocalP(nolb),bin_5,0.106609,0.076461,128,6
LocalP(nolb),congress,0.800877,3.146229,128,32
LocalP(nolb),contact,0.085183,0.035586,128,8
LocalP(nolb),dblp,6.251107,28.458533,128,29
LocalP(nolb),pref,0.170164,1.227272,128,8
LocalP(nolb),aminer,33.437718,382.644655,128,15
